system:index,DEM,Green,Green_contrast,Green_corr,Green_diss,NDRE,NDVI,NDWI,Near-Infrared,Near-Infrared_contrast,Near-Infrared_corr,Near-Infrared_diss,OSAVI,RGVI,Red,Red-Edge,Red-Edge_contrast,Red-Edge_corr,Red-Edge_diss,Red_contrast,Red_corr,Red_diss,label,random,.geo
00000000000000000033,-31.861067,7792,86917.08072705568,-0.040940415812226044,249.07322898845206,0.05607909336686134,0.14867553,-0.3103037,14803,182576.06514935914,-0.04402900184209433,355.9877774197772,0.14867460783044287,-0.16941102,10971,13230,119646.51369541083,-0.06623346506408148,280.21177173869785,104810.7249072592,-0.25513352840470144,259.96751970675746,0,0.9706271534407807,"{""type"":""Point"",""coordinates"":[-121.75704740364523,36.81155135909077]}"
00000000000000000034,-31.852049,8821,478935.8552529132,0.18518179024495682,604.4175953240284,0.008752427995204926,0.17336985,-0.34365156,18043,312773.08879790286,0.20805986787911257,488.3747730246216,0.17336895918797895,-0.18113956,12715,17732,381372.72718409076,0.22538694297244627,539.5287067144883,333974.30246680015,0.22219877627094584,497.98514825021334,0,0.2351320722866047,"{""type"":""Point"",""coordinates"":[-121.7570384854431,36.81155581819182]}"
00000000000000000035,-31.844845,9780,60009.600578310674,0.023322956857477904,202.613508610664,0.009338805451989174,0.17850703,-0.33163637,19486,157787.7165952234,-0.09642225763533102,325.96341160486185,0.17850616988110968,-0.16274163,13586,19128,305680.9825978479,-0.025087560142593446,435.6162870802483,236333.08564042347,-0.1451418207329721,341.9926978331057,0,0.586283821099613,"{""type"":""Point"",""coordinates"":[-121.7570384854431,36.81155135909077]}"
00000000000000000036,-31.86393,7609,93733.52422573781,-0.01727601396065613,258.8954221260253,0.052825070917606354,0.13877258,-0.31881705,14731,72550.21988222146,-0.10270178995440413,215.44102353335273,0.13877170963818747,-0.18838033,11141,13253,46653.34393859804,-0.09705865172493178,161.79966191887456,63270.31993575234,-0.14367459420115491,199.0427636189449,0,0.40833919235318994,"{""type"":""Point"",""coordinates"":[-121.75705632184732,36.81155581819182]}"
00000000000000000037,-31.86224,7342,43714.18125498768,0.12266878875374146,176.96591003663877,0.060976747423410416,0.15845399,-0.3080347,13879,143848.25705109147,0.10817248066188317,332.5398170351074,0.15845293014354786,-0.15724063,10084,12284,131873.9774767568,-0.15811622544666315,320.7373342500162,86574.85538636711,-0.07271253978129422,246.40125182317024,0,0.12405450444602295,"{""type"":""Point"",""coordinates"":[-121.75704740364523,36.81155581819182]}"
00000000000000000038,-31.856474,8111,32044.186475391954,0.09624441844040947,156.07491723381992,0.041755516082048416,0.14744267,-0.3194872,15726,92280.02215873776,-0.0719498018673296,244.20010873518856,0.14744181088350938,-0.18054436,11685,14465,179577.46318739594,-0.010456005899042917,349.5812221036442,73842.48195602621,-0.023333195151672287,222.76270867504692,0,0.2089844832879293,"{""type"":""Point"",""coordinates"":[-121.75704740364523,36.81155581819182]}"
00000000000000000039,-31.856339,7727,49703.10004740757,-0.08514733395730678,177.2488475874588,0.04192623868584633,0.15460278,-0.31735873,14911,117082.82280821714,-0.018687460183391277,272.02515196604486,0.15460182453010135,-0.17114322,10919,13711,68406.00566911699,-0.08171355943329521,200.45063963876072,102797.17859004422,-0.08684107947990194,270.1126582816106,0,0.2124041665060571,"{""type"":""Point"",""coordinates"":[-121.7570607809484,36.811551359090764]}"
0000000000000000003a,-31.860382,6917,410821.4547751024,7.720294582697733E-4,554.7411230402791,0.030306445434689522,0.17156231,-0.33675548,13941,1091558.6273383368,0.0447725836345307,907.9231314728452,0.17156115764124918,-0.17528842,9866,13123,889987.1751547263,0.07437425454971147,738.6316793584597,995643.0317617906,0.029581379849397474,793.4334482422925,0,0.056503826585634576,"{""type"":""Point"",""coordinates"":[-121.75706524004941,36.811551359090764]}"
0000000000000000003b,-31.860006,7284,123601.34034812076,0.019471578631918823,274.5015141281968,0.027873989194631577,0.17106932,-0.3399912,14785,480673.14065336855,0.13040379710520356,537.6483755441323,0.17106822971368876,-0.17935933,10465,13984,295122.27589997405,0.08541933718324433,463.4925463209265,241972.2213578124,0.11030565597826276,386.6752985061352,0,0.2709379362389389,"{""type"":""Point"",""coordinates"":[-121.75706524004941,36.811551359090764]}"
0000000000000000003c,-31.855545,7647,87640.30744720245,-0.02474361350989741,246.59873139519874,0.0343744195997715,0.18148546,-0.37915835,16987,179771.6227104157,-0.2986536648756276,364.1284351497185,0.18148444239709116,-0.2122689,11767,15858,93322.53598732527,0.021719360425265344,258.74896895813515,28387.17964989959,-0.18435281901297368,145.64918587812164,0,0.3432664230710085,"{""type"":""Point"",""coordinates"":[-121.75704294454415,36.81155581819182]}"
