GrndTruth,GrndTruth2,RASTERVALU,Classified,Latitude,Longitude
0,0,0,0,4074458.131240000016987,611429.206792999990284
0,0,0,0,4074457.211469999980181,611448.462075000046752
0,0,0,0,4074453.292429999914020,611460.359158999985084
1,1,1,1,4074435.596760000102222,611084.671225000056438
0,0,3,3,4074431.717709999997169,611094.408839000039734
0,0,0,0,4074435.176870000082999,611121.282252999953926
0,0,0,0,4074431.777699999976903,611133.619229999952950
0,0,0,0,4074428.978389999829233,611153.914256999967620
0,0,0,0,4074423.339769999962300,611166.791101000038907
0,0,0,0,4074421.920119999907911,611193.144642999977805
1,1,0,0,4074430.717960000038147,611235.354298999998719
1,1,0,0,4074436.636510000098497,611264.927051999955438
0,0,0,0,4074434.856949999928474,611249.310878999996930
0,0,0,0,4074424.039599999785423,611316.574395000003278
0,0,0,0,4074436.416559999808669,611353.185423000017181
0,0,0,0,4074424.079590000212193,611380.158812999958172
0,0,0,0,4074422.419989999849349,611397.414584000012837
0,0,0,0,4074428.678460000082850,611413.730586000019684
0,0,0,0,4074420.760400000028312,611424.028062000055797
1,1,0,0,4074415.721630000043660,611110.564879999961704
1,1,1,1,4074414.681890000123531,611103.666570000001229
0,0,0,0,4074407.263710000086576,611140.117638000054285
0,0,0,0,4074404.584360000211746,611161.532389999949373
0,0,0,0,4074403.044739999808371,611171.210017999983393
1,1,0,0,4074403.144720000214875,611198.383358999970369
0,0,0,0,4074414.761870000045747,611244.432074000011198
1,1,0,0,4074402.724820000119507,611233.734695999999531
0,0,0,0,4074411.302720000036061,611256.929011999978684
1,1,1,1,4074410.722860000096262,611278.243787999963388
0,0,0,0,4074414.182010000105947,611309.896031999960542
0,0,0,0,4074409.303210000041872,611344.407573999953456
0,0,0,0,4074407.243710000067949,611354.964986999984831
0,0,0,0,4074406.903799999970943,611375.999832000001334
0,0,0,0,4074400.165450000204146,611392.015907000051811
0,0,3,3,4074410.222980000078678,611432.545975000015460
0,0,0,0,4074389.468069999944419,611098.727780999965034
0,0,0,0,4074389.628029999788851,611120.042556999949738
0,0,0,0,4074391.587549999821931,611124.621434999979101
0,0,0,0,4074392.247390000149608,611154.554099999950267
0,0,0,0,4074391.347610000055283,611182.887156000011601
0,0,0,0,4074395.386620000004768,611219.698135999962687
1,1,1,1,4074383.689480000175536,611229.635699999984354
1,1,0,0,4074383.249590000137687,611232.435014000046067
0,0,0,0,4074393.247140000108629,611255.069466999964789
0,0,0,0,4074379.910410000011325,611297.279123999993317
0,0,0,0,4074398.365890000015497,611343.707746000029147
0,0,0,0,4074398.825769999995828,611352.865501999971457
0,0,0,0,4074395.006709999870509,611369.261484000016935
0,0,0,0,4074389.448069999925792,611390.336318999994546
0,0,0,0,4074373.851900000125170,611093.868970999959856
0,0,0,0,4074371.932370000053197,611115.803595999954268
0,0,0,0,4074374.891640000045300,611131.759685999946669
0,0,0,0,4074368.233270000200719,611129.200313000008464
0,0,0,0,4074365.074049999937415,611158.333174000028521
0,0,0,0,4074373.192059999797493,611187.026141999987885
0,0,0,0,4074362.794600000139326,611216.039032000000589
0,0,0,0,4074359.075519999954849,611240.513034999952652
1,1,1,1,4074373.531969999894500,611286.521760000032373
0,0,0,0,4074364.014309999998659,611266.446679000044242
0,0,0,0,4074375.771420000120997,611314.754840999958105
0,0,0,0,4074370.252780000213534,611339.408798999967985
0,0,0,0,4074364.994070000015199,611367.601890000049025
0,0,0,0,4074364.074289999902248,611379.558960000053048
0,0,0,0,4074363.074539999943227,611393.175623000017367
1,1,2,2,4074366.093799999915063,611484.113338000024669
0,0,0,0,4074364.894090000074357,611472.356218999950215
0,0,0,0,4074359.855330000165850,611503.088687999988906
0,0,0,0,4074370.872630000114441,611541.719220999977551
0,0,0,0,4074360.735109999775887,611555.555829999968410
0,0,0,0,4074360.655129999853671,611571.132012999965809
0,0,0,0,4074368.373240000102669,611600.404838999966159
0,0,0,0,4074365.493939999956638,611618.080507999984547
0,0,0,0,4074357.535889999940991,611142.836970999953337
0,0,0,0,4074348.638069999869913,611144.076666999957524
0,0,0,0,4074346.618569999933243,611177.048586999997497
0,0,0,0,4074348.558089999947697,611191.305093999952078
0,0,0,0,4074342.559559999965131,611209.640600000042468
1,1,1,1,4074342.519570000004023,611236.873925999971107
0,0,0,0,4074353.576859999913722,611254.129698000033386
0,0,0,0,4074357.355940000154078,611297.439083999954164
0,0,0,0,4074349.217929999809712,611318.433939000009559
0,0,0,0,4074345.218909999821335,611330.990862000035122
0,0,0,0,4074342.279629999771714,611363.922791999997571
0,0,0,0,4074339.480320000089705,611378.419238999951631
0,0,0,0,4074339.380340000148863,611391.116127999965101
0,0,3,3,4074357.076009999960661,611419.809096000040881
0,0,0,0,4074338.120649999938905,611421.328724000020884
0,0,0,0,4074354.316680000163615,611452.461095000035129
0,0,0,0,4074355.596369999926537,611489.132107999990694
0,0,0,0,4074355.556379999965429,611507.127698000054806
0,0,0,0,4074356.776080000214279,611527.642670999979600
0,0,0,0,4074355.976280000060797,611532.861391999991611
0,0,0,0,4074345.458850000053644,611563.373913999996148
1,1,0,0,4074357.056009999942034,611576.890602000057697
0,0,0,0,4074338.620529999956489,611587.827921999967657
0,0,0,0,4074355.216459999792278,611616.660856000031345
0,0,0,0,4074340.759999999776483,611638.715451000025496
1,1,1,1,4074317.905609999783337,611102.946746999979950
0,0,0,0,4074324.364020000211895,611134.698964999988675
0,0,0,0,4074324.983870000112802,611161.512394999968819
0,0,0,0,4074322.364510000217706,611172.809626000002027
0,0,0,0,4074318.405480000190437,611194.244372999994084
0,0,0,0,4074328.802929999772459,611245.751750999945216
0,0,0,0,4074323.664189999923110,611253.049961999990046
0,0,0,0,4074326.023620000109076,611316.154498000047170
0,0,0,0,4074331.102369999978691,611355.644820000045002
0,0,0,0,4074324.523980000056326,611388.756705999956466
0,0,0,0,4074321.044840000104159,611408.851782000041567
0,0,0,0,4074320.065080000087619,611428.466974999988452
1,1,2,2,4074323.384260000195354,611435.825170999974944
0,0,0,0,4074330.702469999901950,611455.020466999965720
0,0,0,0,4074324.064100000075996,611457.559845000039786
0,0,0,0,4074319.505210000090301,611484.733186000026762
1,1,1,1,4074318.105560000054538,611483.073592999950051
0,0,0,0,4074321.524720000103116,611530.501969999982975
0,0,0,0,4074337.800729999784380,611567.572885000030510
0,0,0,0,4074337.760739999823272,611576.590674999984913
1,1,0,0,4074336.161129999905825,611613.321674000006169
0,0,0,0,4074336.521040000021458,611627.958086999948137
0,0,0,0,4074328.982890000101179,611635.256299000000581
0,0,0,0,4074317.405730000231415,611131.599724999978207
1,1,1,1,4074301.749559999909252,611125.821141000022180
0,0,0,0,4074315.586170000024140,611147.915726999985054
0,0,0,0,4074317.485710000153631,611175.368999000056647
0,0,0,0,4074297.570590000133961,611173.889361000037752
0,0,0,0,4074316.425970000214875,611224.636924999998882
0,0,0,0,4074306.368429999798536,611242.372578999958932
0,0,0,0,4074309.827579999808222,611269.805856000049971
1,1,1,1,4074300.489870000164956,611266.746606000000611
1,1,0,0,4074300.909769999794662,611342.907941999961622
0,0,0,0,4074317.405730000231415,611401.233648000052199
0,0,0,0,4074313.306729999836534,611408.691820999956690
0,0,0,0,4074315.926090000197291,611437.784691000008024
0,0,0,0,4074309.067770000081509,611458.379643999971449
1,1,1,1,4074313.626649999991059,611494.170873000053689
0,0,0,0,4074304.188970000017434,611493.591015000012703
0,0,0,0,4074300.429889999795705,611530.621939999982715
0,0,0,0,4074299.230179999954998,611541.259333999943919
0,0,0,0,4074315.006320000160486,611574.491189999971539
0,0,0,0,4074306.148490000050515,611608.422875000047497
1,1,1,1,4074304.328929999843240,611620.219983999966644
0,0,0,0,4074296.410869999788702,611142.237118000048213
0,0,0,0,4074281.294579999987036,611145.376349000027403
0,0,0,0,4074280.394799999892712,611178.028347000014037
0,0,0,0,4074278.235330000054091,611185.686469999956898
0,0,0,0,4074294.251399999950081,611231.235308000002988
0,0,0,0,4074285.493549999780953,611264.407178999972530
0,0,0,0,4074290.492320000194013,611290.800710999988951
1,1,1,1,4074277.015629999805242,611323.692650999990292
1,1,0,0,4074281.934419999830425,611342.468050000024959
1,1,1,1,4074289.412589999847114,611360.543620000011288
0,0,0,0,4074284.113890000153333,611357.944256999995559
0,0,0,0,4074278.815179999917746,611388.836685999995098
0,0,0,0,4074295.451109999790788,611443.163372999988496
1,1,0,0,4074289.592540000099689,611458.079718000022694
0,0,0,0,4074295.651060000061989,611473.915837000007741
0,0,0,0,4074293.891489999834448,611492.911181999952532
0,0,0,0,4074294.171420000027865,611530.861881999997422
1,1,0,0,4074266.898109999950975,611154.494114000000991
0,0,0,0,4074261.959319999907166,611164.551650000037625
0,0,0,0,4074260.239740000106394,611193.464564000023529
1,1,1,1,4074263.498939999844879,611206.621339999954216
0,0,0,0,4074259.060029999818653,611206.441384000005201
0,0,0,0,4074276.035869999788702,611264.747096000006422
0,0,0,0,4074256.760590000078082,611250.430603999993764
0,0,0,0,4074269.917369999922812,611277.843885999987833
0,0,0,0,4074256.800580000039190,611309.096228000009432
1,1,2,2,4074262.939079999923706,611330.750921000028029
1,1,0,0,4074266.458209999836981,611363.322938999976031
1,1,0,0,4074260.519669999834150,611384.077853000024334
0,0,0,0,4074256.940549999941140,611390.596254999982193
0,0,0,0,4074275.136090000160038,611470.076777999987826
0,0,0,0,4074268.517709999810904,611486.272808999987319
0,0,0,0,4074256.500649999827147,611472.516180000035092
1,1,1,1,4074268.697660000063479,611505.088197999983095
1,1,0,0,4074254.201220000162721,611139.477793999947608
0,0,0,0,4074246.523099999874830,611135.578749999986030
0,0,0,0,4074241.124419999774545,611152.194678000058047
0,0,0,0,4074254.861060000024736,611203.262162999948487
0,0,0,0,4074252.361670000012964,611214.779341000015847
0,0,0,0,4074246.143190000206232,611245.631780000054277
0,0,0,0,4074246.283160000108182,611248.990956999943592
0,0,0,0,4074237.325350000057369,611267.786350999958813
1,1,1,1,4074245.863260000012815,611353.165428000036627
1,1,1,1,4074252.941529999952763,611372.520684999995865
0,0,0,0,4074247.802780000027269,611388.336809000000358
0,0,0,0,4074242.124179999809712,611403.593069999944419
0,0,0,0,4074240.384599999990314,611413.150727999978699
1,1,0,0,4074246.763040000107139,611456.020221999962814
0,0,0,0,4074228.947410000022501,611126.161058000056073
1,1,0,0,4074228.367550000082701,611146.676029999973252
0,0,0,0,4074220.329520000144839,611184.246823000023142
0,0,0,0,4074220.029589999932796,611185.826435999944806
0,0,0,0,4074220.769410000182688,611208.720825999975204
0,0,0,0,4074234.785970000084490,611264.327199000050314
1,1,1,1,4074219.649679999798536,611246.331608999986202
0,0,0,0,4074215.950590000022203,611263.507400000002235
1,1,2,2,4074219.549709999933839,611320.953321999986656
0,0,0,0,4074233.306340000126511,611342.927936999942176
0,0,0,0,4074232.306580000091344,611378.639184999978170
0,0,0,0,4074227.827680000104010,611409.731566000031307
0,0,2,2,4074207.072769999969751,611153.574340000050142
0,0,0,0,4074200.374410000164062,611179.308033999986947
1,1,0,0,4074195.455610000062734,611169.550425000023097
0,0,0,0,4074202.913790000136942,611195.963952000020072
0,0,0,0,4074204.453410000074655,611212.759836000041105
0,0,0,0,4074198.714809999801219,611225.996592000010423
1,1,1,1,4074195.355640000198036,611243.992181999958120
0,0,0,0,4074198.874780000187457,611252.929991999990307
0,0,0,0,4074211.531669999938458,611292.580274999956600
0,0,0,0,4074200.234439999796450,611364.382679000031203
1,1,1,1,4074196.295409999787807,611361.043497000006028
0,0,0,0,4074213.331230000127107,611407.052222999976948
0,0,0,0,4074202.933780000079423,611411.651095999986865
0,0,3,3,4074180.479280000086874,611152.494604000006802
0,0,0,0,4074193.896000000182539,611175.608939999947324
0,0,0,0,4074188.857230000197887,611188.425798999960534
0,0,0,0,4074190.696779999881983,611240.573020000010729
0,0,0,0,4074187.957450000103563,611257.548859999980778
1,1,1,1,4074185.458060000091791,611267.786350999958813
0,0,0,0,4074181.818950000219047,611270.505684999981895
1,1,0,0,4074193.216159999836236,611290.960671999957412
0,0,0,0,4074177.779939999803901,611289.041142000001855
0,0,0,0,4074178.579750000033528,611366.822080999962054
1,1,0,0,4074191.796509999781847,611376.539699999964796
0,0,0,0,4074182.558770000003278,611394.635265000048093
0,0,0,0,4074177.540000000037253,611417.849577000015415
1,1,1,1,4074180.119369999971241,611434.505495000048541
0,0,0,0,4074171.321529999841005,611176.888626000029035
1,1,1,1,4074162.103790000081062,611190.385318999993615
0,0,0,0,4074156.065270000137389,611198.203403000021353
0,0,0,0,4074167.922360000200570,611242.312594000017270
0,0,0,0,4074169.561960000079125,611261.767825999995694
0,0,0,0,4074169.322019999846816,611275.304509000037797
0,0,0,0,4074169.781899999827147,611291.100637999945320
0,0,0,0,4074168.322259999811649,611343.967682000016794
1,1,2,2,4074157.704859999939799,611340.028646999970078
0,0,0,0,4074156.965050000231713,611346.727006000000983
1,1,0,0,4074165.982840000186116,611386.737200999981724
0,0,0,0,4074158.624640000052750,611397.314608999993652
1,1,0,0,4074165.382980000227690,611430.946366999996826
1,1,1,1,4074158.564650000073016,611432.525980000034906
1,1,0,0,4074142.008710000198334,611168.390709000057541
0,0,0,0,4074144.808019999880344,611221.277747999993153
0,0,0,0,4074140.389109999872744,611225.496715000015683
0,0,0,0,4074136.070170000195503,611257.908771999995224
0,0,0,0,4074135.550290000159293,611273.205023000016809
0,0,0,0,4074138.829489999916404,611301.398113999981433
1,1,0,0,4074135.490309999790043,611292.360329000046477
0,0,0,0,4074146.467619999777526,611315.814581000013277
1,1,1,1,4074138.029690000228584,611338.189097999944352
1,1,0,0,4074137.209890000056475,611350.106177999987267
0,0,0,0,4074147.167450000066310,611403.313138999976218
1,1,0,0,4074136.690010000020266,611426.327499000006355
1,1,0,0,4074133.470799999777228,611431.166313000023365
1,1,1,1,4074140.908979999832809,611453.500839999993332
0,0,0,0,4074130.991409999784082,611173.069561999989673
0,0,3,3,4074124.852909999899566,611178.408254000009038
0,0,0,0,4074117.234780000057071,611211.140233000041917
1,1,1,1,4074125.412779999896884,611243.232367999968119
0,0,0,0,4074116.334999999962747,611235.974147000000812
0,0,0,0,4074127.452279999852180,611267.326464000041597
0,0,0,0,4074117.194790000095963,611346.687016000039876
1,1,0,0,4074116.334999999962747,611346.007181999972090
1,1,0,0,4074129.251840000040829,611392.495789999957196
1,1,1,1,4074121.773670000024140,611426.087557999999262
0,0,3,3,4074118.994349999818951,611413.210713000036776
0,0,0,0,4074114.855359999928623,611422.708386000012979
0,0,0,0,4074120.613950000144541,611464.098242999985814
0,0,0,0,4074111.316229999996722,611123.421729000052437
0,0,0,0,4074107.517159999813884,611159.013006999972276
0,0,0,0,4074092.580819999799132,611170.330233999993652
0,0,0,0,4074100.718830000143498,611212.020017000031658
0,0,0,0,4074099.459139999933541,611229.335774000035599
1,1,0,0,4074104.397929999977350,611263.947292000055313
1,1,1,1,4074111.836099999956787,611269.505929999984801
0,0,0,0,4074105.277710000053048,611303.917496999958530
1,1,0,0,4074092.800770000088960,611305.377138999989256
1,1,2,2,4074104.577880000229925,611340.328574000042863
0,0,0,0,4074110.796360000036657,611423.868101999978535
0,0,0,0,4074099.859040000010282,611441.943671999964863
0,0,0,0,4074111.536179999820888,611458.519609999959357
1,1,0,0,4074098.119469999801368,611460.959012000006624
1,1,0,0,4074087.662029999773949,611124.601439999998547
0,0,0,0,4074074.365290000103414,611159.292938000056893
0,0,0,0,4074075.265070000197738,611167.850840999977663
0,0,0,0,4074088.441839999984950,611222.477454000036232
1,1,0,0,4074082.143379999790341,611233.434769000043161
1,1,0,0,4074086.062419999856502,611283.162583000026643
0,0,0,0,4074079.623999999836087,611287.121613000053912
0,0,0,0,4074087.702020000200719,611307.396643999963999
0,0,0,0,4074072.185819999780506,611311.995516999973916
1,1,1,1,4074091.761020000092685,611427.827130999998190
0,0,0,0,4074057.729360000230372,611085.471029000007547
0,0,0,0,4074053.310450000222772,611108.385414000018500
0,0,0,0,4074068.386750000063330,611151.274902999983169
0,0,0,0,4074068.806650000158697,611178.988112000050023
0,0,0,0,4074067.966860000044107,611189.165617999969982
0,0,0,0,4074056.609639999922365,611209.220702999969944
1,1,2,2,4074067.067079999949783,611252.290149000007659
0,0,0,0,4074063.827870000153780,611274.724650999996811
0,0,0,0,4074060.708629999775440,611303.217668000026606
1,1,1,1,4074058.889080000109971,611310.935777000035159
0,0,3,3,4074037.794249999802560,611049.839761000010185
0,0,0,0,4074042.932990000117570,611070.194772999966517
1,1,1,1,4074035.834729999769479,611093.269118000054732
0,0,0,0,4074045.732299999799579,611114.144002999993972
0,0,0,0,4074043.132939999923110,611129.700190000003204
0,0,0,0,4074041.173419999890029,611143.596784999943338
0,0,0,0,4074041.553330000024289,611167.870835999958217
0,0,0,0,4074040.673539999872446,611198.383358999970369
0,0,0,0,4074039.013950000051409,611242.552535000024363
0,0,0,0,4074033.055410000029951,611240.253097999957390
0,0,0,0,4074047.551860000006855,611283.362533999956213
0,0,0,0,4074047.551860000006855,611288.621245000045747
1,1,1,1,4074028.016650000121444,611047.440349000040442
1,1,0,0,4074017.019340000115335,611056.818051000009291
0,0,0,0,4074026.557000000029802,611077.892885999986902
0,0,0,0,4074010.660900000017136,611082.171837999951094
0,0,0,0,4074022.478000000119209,611129.440254000015557
1,1,1,1,4074021.198319999966770,611142.916951999999583
0,0,0,0,4074028.436540000140667,611172.729645999963395
0,0,0,0,4074026.936910000164062,611201.142682999954559
1,1,0,0,4074023.997630000114441,611228.775910999975167
0,0,0,0,4074016.159549999982119,611239.853195999981835
0,0,0,0,4074012.620420000050217,611263.227468000026420
0,0,0,0,4074018.858889999799430,611268.786105999955907
0,0,0,0,4073995.584590000100434,611040.921945999958552
1,1,1,1,4074006.182000000029802,611061.716849999967963
0,0,0,0,4073992.305399999953806,611078.212808000040241
0,0,0,0,4073991.745529999956489,611065.295973000000231
0,0,0,0,4074000.003510000184178,611108.325428999960423
0,0,0,0,4073990.065950000192970,611141.437313999980688
0,0,0,0,4074008.481430000159889,611173.049567000009120
0,0,0,0,4074003.862559999804944,611205.041727000032552
0,0,0,0,4074004.042520000133663,611237.973656999995001
0,0,0,0,4074004.082510000094771,611249.810755999991670
1,1,1,1,4073979.128630000166595,611033.143853000015952
0,0,0,0,4073985.467069999780506,611053.998741999967024
0,0,0,0,4073982.207870000042021,611048.680045000044629
0,0,0,0,4073979.768470000009984,611068.595164999947883
0,0,0,0,4073972.250310000032187,611100.327388999983668
0,0,0,0,4073985.966949999798089,611133.119352999958210
0,0,0,0,4073975.629480000119656,611145.156403000000864
1,1,0,0,4073979.908429999835789,611165.951307000010274
0,0,0,0,4073989.166170000098646,611193.544544999953359
0,0,0,0,4073981.608020000159740,611221.297743999981321
0,0,0,0,4073981.548030000180006,611230.575470000039786
0,0,0,0,4073956.674130000174046,611017.887590999947861
0,0,0,0,4073952.755090000107884,611031.524249000009149
0,0,0,0,4073950.935539999976754,611053.918761000037193
0,0,0,0,4073949.035999999847263,611076.353264000033960
0,0,0,0,4073964.532199999783188,611111.664609999977984
0,0,3,3,4073952.375179999973625,611107.985512000042945
0,0,0,0,4073965.691920000128448,611152.254662999999709
0,0,0,0,4073961.912839999888092,611175.329008999979123
0,0,0,0,4073959.473439999856055,611197.603549999999814
0,0,0,0,4073957.653890000190586,611216.598894999944605
0,0,0,0,4073957.653890000190586,611241.332834000000730
0,0,0,0,4073948.876040000002831,611023.946106999996118
0,0,0,0,4073941.937739999964833,611039.642259999993257
0,0,0,0,4073941.097949999850243,611052.978991999989375
0,0,0,0,4073939.318380000069737,611069.854856000049040
0,0,0,0,4073939.438349999953061,611082.591735000023618
0,0,0,0,4073937.458839999977499,611120.122537999995984
0,0,0,0,4073935.859230000060052,611138.657995000015944
0,0,0,0,4073936.978959999978542,611148.995462000020780
0,0,0,0,4073934.259620000142604,611173.969341999967583
0,0,0,0,4073933.119899999815971,611193.644519999972545
0,0,0,0,4073938.458589999936521,611225.276767999981530
0,0,0,0,4073933.239870000164956,611212.179978000000119
0,0,0,0,4073928.141119999811053,611050.439614000031725
0,0,0,0,4073925.681720000226051,611092.169388000038452
1,1,1,1,4073924.621979999821633,611097.887986000045203
0,0,0,0,4073913.904610000085086,611114.443928999942727
0,0,0,0,4073911.365230000112206,611140.357578999944963
0,0,0,0,4073918.623449999839067,611171.609919999958947
