Classified,GrndTruth,Latitude,Longitude
1,1,4074427.503330000210553,611073.519986000028439
0,0,4074424.143920000176877,611128.337366000050679
0,0,4074418.014179999940097,611169.239442000049166
0,0,4074425.895270000211895,611233.498213000013493
0,0,4074420.290940000209957,611320.492742000031285
0,0,4074419.765529999975115,611386.295888999942690
0,0,4074416.660860000178218,611424.284348999965005
0,0,4074409.352940000128001,611161.931519999983720
0,0,4074410.483359999954700,611205.794976999983191
1,1,4074396.870560000184923,611233.800719000049867
0,0,4074401.455920000094920,611273.381320000044070
0,0,4074404.815340000204742,611347.638728999998420
0,1,4074412.569060000125319,611418.090924000018276
0,0,4074387.731680000200868,611120.886151000042446
0,0,4074388.225240000057966,611176.802107000024989
0,0,4074391.536890000104904,611248.129978999961168
0,0,4074392.285199999809265,611330.953102000057697
0,0,4074385.614130000118166,611388.381592000019737
1,0,4074378.035540000069886,611080.716458000009879
0,0,4074365.696459999773651,611111.524366999976337
0,1,4074375.997609999962151,611171.786866000038572
0,1,4074371.666980000212789,611244.388449999969453
0,0,4074379.739130000118166,611312.054400000022724
0,0,4074373.386500000022352,611371.313851000042632
0,0,4074372.447130000218749,611481.489938999991864
1,0,4074373.800449999980628,611540.128454999998212
0,0,4074367.718479999806732,611581.030532000004314
0,1,4074350.427840000018477,611126.267584000015631
0,0,4074351.606019999831915,611183.361723999958485
0,0,4074358.929860000032932,611259.481937999953516
0,0,4074357.560620000120252,611312.420593000017107
0,0,4074348.612799999769777,611370.565545000019483
1,1,4074357.799449999816716,611411.993027999997139
0,0,4074351.749309999868274,611427.898506999947131
0,0,4074362.241520000156015,611489.944203000050038
0,0,4074360.506080000195652,611550.111172999953851
0,0,4074351.144299999810755,611588.051868999958970
0,0,4074346.399720000103116,611139.705244999960996
0,0,4074345.587729999795556,611187.214703000034206
0,0,4074336.385160000063479,611237.398955999989994
0,0,4074334.952240000013262,611321.830139999976382
0,0,4074346.988810000009835,611388.254221000010148
0,0,4074346.479330000001937,611433.391390000004321
0,1,4074334.522359999828041,611474.388995000044815
1,1,4074332.229679999873042,611520.051570000010543
0,0,4074337.260840000119060,611545.478046000003815
0,1,4074346.734069999773055,611608.463103999965824
0,0,4074320.893639999907464,611142.348197999992408
0,0,4074329.570799999870360,611204.409815000020899
0,0,4074322.167349999770522,611265.914182999986224
0,1,4074324.491880000103265,611368.766427000053227
0,1,4074316.770000000018626,611413.266739999991842
1,1,4074325.351629999931902,611481.696916999993846
0,0,4074321.992219999898225,611485.454368000035174
0,0,4074320.495600000023842,611547.500064000021666
0,0,4074315.687340000178665,611600.597932999953628
1,1,4074301.835719999857247,611116.460000999970362
0,0,4074308.745610000099987,611142.841760999988765
0,0,4074304.892630000133067,611181.339706000057049
0,0,4074306.230030000209808,611255.963308000005782
0,0,4074311.898049999959767,611370.247117000049911
0,0,4074299.129089999943972,611443.851750000030734
0,0,4074303.587079999968410,611522.376093999948353
1,0,4074313.092149999924004,611563.150799999944866
0,0,4074310.067090000025928,611618.429900999995880
0,0,4074296.040330000221729,611180.018230000045151
0,0,4074285.388919999822974,611237.080528000020422
0,1,4074295.355709999799728,611335.267802000045776
1,1,4074285.166019999887794,611327.307101999991573
0,1,4074296.884169999975711,611410.910372999962419
0,1,4074285.946169999893755,611474.213859000010416
0,1,4074274.546440000180155,611154.400697999983095
1,1,4074270.980049999896437,611158.396968999993987
0,0,4074281.440409999806434,611226.158446999965236
0,0,4074272.030859999824315,611266.519195999950171
0,0,4074273.750370000023395,611343.212580000050366
0,0,4074277.284930000081658,611420.463212999980897
1,1,4074274.864870000164956,611466.858173000044189
0,0,4074277.651120000053197,611490.740272999973968
0,0,4074250.696190000046045,611181.260098999948241
0,0,4074263.035269999876618,611258.064933000016026
0,1,4074262.334729999769479,611310.223438999964856
1,1,4074259.054920000024140,611333.850796999991871
0,0,4074252.065429999958724,611404.509970000013709
0,0,4074234.695179999805987,611129.420020999968983
1,1,4074243.531560000032187,611137.157820999971591
0,0,4074239.614889999851584,611225.648963000043295
0,0,4074233.787659999914467,611263.255309000029229
0,0,4074237.433660000097007,611381.264726000023074
1,0,4074235.777840000111610,611408.140049000037834
0,0,4074239.471599999815226,611440.938133000046946
0,0,4074229.377429999876767,611202.690304000047036
0,0,4074224.616930000018328,611256.218051000032574
0,1,4074223.215849999804050,611336.398220999981277
0,0,4074223.104400000069290,611391.709165000007488
0,0,4074207.708409999962896,611185.781777000054717
1,1,4074209.714499999769032,611223.738394999993034
0,0,4074203.441469999961555,611240.455865000025369
0,0,4074209.523450000211596,611294.668231999967247
0,0,4074207.963150000199676,611377.650568000040948
0,0,4074199.668099999893457,611183.186589000048116
1,1,4074189.207739999983460,611228.689950000029057
0,0,4074193.920469999779016,611246.569681999972090
0,1,4074186.883220000192523,611298.823716999962926
0,0,4074199.381519999820739,611406.070267000002787
0,0,4074181.390329999849200,611180.448107999982312
1,1,4074168.971640000119805,611186.259419000009075
0,0,4074180.243989999871701,611259.959580000024289
0,1,4074174.798870000056922,611294.636388999992050
0,0,4074183.332739999983460,611391.135994000011124
0,0,4074174.894400000106543,611430.971337000024505
1,1,4074163.574289999902248,611186.068362000049092
0,0,4074165.261950000189245,611231.730937000014819
0,0,4074165.039059999864548,611291.802380000008270
0,0,4074156.266359999775887,611348.769149000057951
0,0,4074158.208769999910146,611415.034015999990515
1,1,4074148.576330000068992,611194.299726000055671
0,0,4074143.545169999822974,611205.365099000046030
0,0,4074147.334460000041872,611266.375904000014998
0,0,4074148.719620000105351,611335.220037000020966
0,0,4074136.698960000183433,611388.126850000000559
0,1,4074136.842259999830276,611449.567532000015490
1,1,4074132.432029999792576,611162.552453999989666
0,0,4074127.575999999884516,611239.261760000023060
0,0,4074133.642049999907613,611302.947359999991022
0,0,4074124.009610000066459,611401.755568000022322
1,1,4074120.220309999771416,611430.095659999991767
0,0,4074105.174589999951422,611127.509453000035137
1,1,4074105.859209999907762,611165.625284999958239
0,0,4074116.797209999989718,611244.085944000049494
0,1,4074109.154939999803901,611318.852838000049815
1,1,4074109.123099999967963,611437.928989000036381
0,0,4074115.380210000090301,611457.353097000042908
0,0,4074088.520810000132769,611170.799740000045858
1,1,4074088.775549999903888,611236.220772000029683
0,0,4074087.931720000226051,611239.341367000015453
0,0,4074100.700679999776185,611428.933397999964654
1,1,4074100.589230000041425,611441.861574999988079
0,0,4074074.191550000105053,611157.871563000022434
0,0,4074072.042160000186414,611203.072416999959387
1,1,4074071.166480000130832,611305.845054000033997
0,0,4074056.948669999837875,611079.999994999961928
0,0,4074066.183079999871552,611160.514515000046231
0,0,4074063.890399999916553,611210.077832999988459
1,0,4074056.264049999881536,611245.518870000028983
0,0,4074058.556729999836534,611290.831174000049941
1,0,4074044.657349999994040,611091.033525999984704
0,0,4074046.106199999805540,611119.246246000053361
0,0,4074043.940890000201762,611171.962001999956556
0,0,4074052.204090000130236,611256.345422000042163
1,1,4074024.023219999857247,611043.810653000022285
0,0,4074025.105870000086725,611076.481366000021808
1,0,4074023.306749999988824,611109.995912999962457
0,0,4074033.448679999914020,611155.085318000055850
0,0,4074031.331139999907464,611210.428104000049643
1,0,4074007.751540000084788,611036.598258999991231
0,0,4074009.088940000161529,611062.279477000003681
0,0,4074005.315570000093430,611135.135803999961354
1,1,4074018.243749999906868,611220.156079999986105
0,0,4074005.968350000213832,611225.155399000039324
0,0,4074002.322350000031292,611050.784225999959745
1,1,4073993.517810000106692,611091.001683000009507
0,0,4074001.367060000076890,611138.256398000055924
0,0,4073996.749859999865294,611207.992130000027828
0,0,4074005.092670000158250,611263.812557999975979
0,0,4073987.117409999947995,611088.167674000025727
0,0,4073974.428050000220537,611134.100912999943830
0,0,4073975.574399999808520,611197.292949000024237
0,0,4073964.954820000100881,611021.568456999957561
0,0,4073960.815260000061244,611076.035567000042647
0,0,4073956.325420000124723,611131.840073999948800
1,1,4073958.124540000222623,611186.434554000035860
0,0,4073959.748519999906421,611209.647955999942496
0,0,4073951.676370000001043,611025.118929999996908
0,0,4073953.188910000026226,611072.198509000008926
0,0,4073944.559510000050068,611128.241837000008672
0,0,4073953.204830000177026,611179.906779999961145
0,0,4073942.378279999829829,611244.101864999975078
0,0,4073924.020899999886751,611060.910236999974586
0,0,4073939.321370000019670,611118.943740000016987
0,0,4073939.862699999939650,611222.592054000007920
0,1,4073919.753969999961555,611094.185963000054471
